zip,year,wildfire,PC1,PC2,PC3,PC4,PC5
90001,2018,0,1.1111417924348528,-1.0537470081711497,1.0531357001063097,1.2148034225484712,1.346964560329911
90001,2019,0,0.12921234823162842,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90001,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90001,2021,0,0.022179556390302287,-1.3368262907082586,1.2874051627273981,1.5541651408889816,0.8411339221020334
90002,2018,0,1.1111417924348528,-1.0537470081711497,1.0531357001063097,1.2148034225484712,1.346964560329911
90002,2019,0,0.12921234823162842,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90002,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90002,2021,0,0.022179556390302287,-1.3368262907082586,1.2874051627273981,1.5541651408889816,0.8411339221020334
90003,2018,0,1.1111417924348528,-1.0537470081711497,1.0531357001063097,1.2148034225484712,1.346964560329911
90003,2019,0,0.12921234823162842,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90003,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90003,2021,0,0.022179556390302287,-1.3368262907082586,1.2874051627273981,1.5541651408889816,0.8411339221020334
90004,2018,0,1.5204892957352008,-0.3762894278362784,0.040148753786426884,-0.16771379420931926,0.7677794980970496
90004,2019,0,0.24999635874690446,-1.1673932599911139,0.9977023941911228,-1.6367000779195042,-0.04018700550217112
90004,2020,0,1.9307979189150257,-0.3364345349454135,-0.023261626379721782,-0.25226606896482606,0.3221977027048142
90004,2021,0,1.3073229767090286,-0.4025321142424188,0.03275431719622127,0.08415723971734979,0.7517443582312311
90005,2018,0,1.1111417924348528,-1.0537470081711497,1.0531357001063097,1.2148034225484712,1.346964560329911
90005,2019,0,0.12921234823162842,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90005,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90005,2021,0,0.022179556390302287,-1.3368262907082586,1.2874051627273981,1.5541651408889816,0.8411339221020334
90006,2018,0,1.1111417924348528,-1.0537470081711497,1.0531357001063097,1.2148034225484712,1.346964560329911
90006,2019,0,0.12921234823162842,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90006,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90006,2021,0,0.022179556390302287,-1.3368262907082586,1.2874051627273981,1.5541651408889816,0.8411339221020334
90007,2018,0,1.1111417924348528,-1.0537470081711497,1.0531357001063097,1.2148034225484712,1.346964560329911
90007,2019,0,0.12921234823162842,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90007,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90007,2021,0,0.022179556390302287,-1.3368262907082586,1.2874051627273981,1.5541651408889816,0.8411339221020334
90008,2018,0,1.1111417924348528,-1.0537470081711497,1.0531357001063097,1.2148034225484712,1.346964560329911
90008,2019,0,0.12921234823162842,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90008,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90008,2021,0,0.022179556390302287,-1.3368262907082586,1.2874051627273981,1.5541651408889816,0.8411339221020334
90009,2018,0,1.1111417924348528,-1.0537470081711497,1.0531357001063097,1.2148034225484712,1.346964560329911
90009,2019,0,0.12921234823162842,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90009,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
90009,2021,0,0.022179556390302287,-1.3368262907082586,1.2874051627273981,1.5541651408889816,0.8411339221020334
90010,2018,0,1.1111417924348528,-1.0537470081711497,1.0531357001063097,1.2148034225484712,1.346964560329911
90010,2019,0,0.12921234823162842,-1.7981559700226286,2.0192202427463126,-0.4379515958488701,0.5236928250853929
90010,2020,0,1.105948452551744,-1.2838073097746507,1.369948377794129,1.1958874267617674,0.6500906164944698
