zip,year,PC1,PC2,PC3,PC4,PC5
90001,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90002,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90003,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90004,2023,1.2521516375265391,-0.5706623342538062,0.26183595969851237,-0.49313067534407473,0.45038363838273093
90005,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90006,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90007,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90008,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90009,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90010,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90011,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90012,2023,1.2521516375265391,-0.5706623342538062,0.26183595969851237,-0.49313067534407473,0.45038363838273093
90013,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90014,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90015,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90016,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90017,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90018,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90019,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90020,2023,1.2521516375265391,-0.5706623342538062,0.26183595969851237,-0.49313067534407473,0.45038363838273093
90021,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90022,2023,1.189784073156437,-0.93973649354881,0.8580464424945995,0.05757542020197942,0.7725559746620212
90023,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90024,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90025,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90026,2023,1.2521516375265391,-0.5706623342538062,0.26183595969851237,-0.49313067534407473,0.45038363838273093
90027,2023,1.2521516375265391,-0.5706623342538062,0.26183595969851237,-0.49313067534407473,0.45038363838273093
90028,2023,1.2521516375265391,-0.5706623342538062,0.26183595969851237,-0.49313067534407473,0.45038363838273093
90029,2023,1.2521516375265391,-0.5706623342538062,0.26183595969851237,-0.49313067534407473,0.45038363838273093
90030,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90031,2023,1.2521516375265391,-0.5706623342538062,0.26183595969851237,-0.49313067534407473,0.45038363838273093
90032,2023,1.2521516375265391,-0.5706623342538062,0.26183595969851237,-0.49313067534407473,0.45038363838273093
90033,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90034,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90035,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90036,2023,1.2521516375265391,-0.5706623342538062,0.26183595969851237,-0.49313067534407473,0.45038363838273093
90037,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90038,2023,1.2521516375265391,-0.5706623342538062,0.26183595969851237,-0.49313067534407473,0.45038363838273093
90039,2023,1.2521516375265391,-0.5706623342538062,0.26183595969851237,-0.49313067534407473,0.45038363838273093
90040,2023,1.189784073156437,-0.93973649354881,0.8580464424945995,0.05757542020197942,0.7725559746620212
90041,2023,1.2521516375265391,-0.5706623342538062,0.26183595969851237,-0.49313067534407473,0.45038363838273093
90042,2023,1.2521516375265391,-0.5706623342538062,0.26183595969851237,-0.49313067534407473,0.45038363838273093
90043,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90044,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90045,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90046,2023,1.0386118175612733,0.4793722658807312,0.7539615279588683,-0.5228185475683323,0.5469544520301578
90047,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90048,2023,1.2521516375265391,-0.5706623342538062,0.26183595969851237,-0.49313067534407473,0.45038363838273093
90049,2023,0.3630551301954825,-0.3386838175527666,1.9545554603365551,0.8809293044439951,0.9571588426879993
90050,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
90051,2023,0.592120537402132,-1.3681341446691717,1.4324273708435373,0.8817260985875872,0.8404704810029521
